/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_00_529.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_00_529.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_00_529.jpg,0,0,0,1.264156E-05
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_00_626.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_00_626.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_00_626.jpg,0,0,0,1.659574E-05
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_00_722.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_00_722.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_00_722.jpg,0,0,0,4.130596E-06
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_00_835.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_00_835.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_00_835.jpg,0,0,0,2.096128E-05
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_00_912.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_00_912.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_00_912.jpg,0,0,0,1.300402E-05
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_01_008.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_01_008.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_01_008.jpg,0,0,0,1.059465E-05
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_01_103.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_01_103.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_01_103.jpg,0,0,0,6.787942E-06
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_01_198.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_01_198.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_01_198.jpg,0,0,0,7.624565E-06
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_01_295.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_01_295.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_01_295.jpg,0,0,0,5.263509E-06
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_01_390.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_01_390.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_01_390.jpg,0,0,0,1.813648E-06
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_01_485.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_01_485.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_01_485.jpg,0,0,0,4.16671E-07
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_01_581.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_01_581.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_01_581.jpg,0,0,0,2.464294E-05
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_01_677.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_01_677.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_01_677.jpg,0,0.2858609,0,0.3275844
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_01_845.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_01_845.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_01_845.jpg,0,0.570684,0,0.8159806
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_01_952.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_01_952.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_01_952.jpg,0,0.9117569,0,2.157875
/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/center_2021_08_30_03_30_01_997.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/left_2021_08_30_03_30_01_997.jpg,/Users/eshginguluzade/Desktop/Project_self_driving_sim/beta_simulator_mac/IMG/right_2021_08_30_03_30_01_997.jpg,0,1,0,3.576756
